"Index"	"Abbreviation"	"OfficialName"	"Equation"	"ValidTarget"	"reconstruction directionality"	"subSystem"	"proteinClass"	"GeneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"DeltaG"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"
1553	"LPLIPAL2E161"	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)"	"[c] : 2agpe161 + h2o --> g3pe + h + hdcea"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpe161 + h2o --> g3pe + h + hdcea"	"2agpe161 + h2o --> g3pe + h + hdcea"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1554	"LPLIPAL2E180"	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)"	"[c] : 2agpe180 + h2o --> g3pe + h + ocdca"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpe180 + h2o --> g3pe + h + ocdca"	"2agpe180 + h2o --> g3pe + h + ocdca"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1555	"LPLIPAL2E181"	"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)"	"[c] : 2agpe181 + h2o --> g3pe + h + ocdcea"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpe181 + h2o --> g3pe + h + ocdcea"	"2agpe181 + h2o --> g3pe + h + ocdcea"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1556	"LPLIPAL2G120"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)"	"[c] : 2agpg120 + h2o --> ddca + g3pg + h"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg120 + h2o --> ddca + g3pg + h"	"2agpg120 + h2o --> ddca + g3pg + h"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1557	"LPLIPAL2G140"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)"	"[c] : 2agpg140 + h2o --> g3pg + h + ttdca"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg140 + h2o --> g3pg + h + ttdca"	"2agpg140 + h2o --> g3pg + h + ttdca"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1558	"LPLIPAL2G141"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)"	"[c] : 2agpg141 + h2o --> g3pg + h + ttdcea"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg141 + h2o --> g3pg + h + ttdcea"	"2agpg141 + h2o --> g3pg + h + ttdcea"	-3	-3	-7.1	-14.3	-0.8	-2.7	2.3	-6.8	-14.1	-0.5	"forward only"	"reversible"
1559	"LPLIPAL2G160"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)"	"[c] : 2agpg160 + h2o --> g3pg + h + hdca"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg160 + h2o --> g3pg + h + hdca"	"2agpg160 + h2o --> g3pg + h + hdca"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1560	"LPLIPAL2G161"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)"	"[c] : 2agpg161 + h2o --> g3pg + h + hdcea"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg161 + h2o --> g3pg + h + hdcea"	"2agpg161 + h2o --> g3pg + h + hdcea"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1561	"LPLIPAL2G180"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)"	"[c] : 2agpg180 + h2o --> g3pg + h + ocdca"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg180 + h2o --> g3pg + h + ocdca"	"2agpg180 + h2o --> g3pg + h + ocdca"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1562	"LPLIPAL2G181"	"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)"	"[c] : 2agpg181 + h2o --> g3pg + h + ocdcea"	"TRUE"	"forward only"	"Glycerophospholipid Metabolism"	"3.1.1.5"	"b3825"	"2agpg181 + h2o --> g3pg + h + ocdcea"	"2agpg181 + h2o --> g3pg + h + ocdcea"	-2.1	-2.1	-6.2	-13.5	0	-1.9	2	-6	-13.2	0.3	"reversible"	"reversible"
1563	"LSERDHr"	"L-serine dehydrogenase"	"[c] : nadp + ser-L <==> 2amsa + h + nadph"	"TRUE"	"reversible"	"Glycine and Serine Metabolism"		"b1539"	"nadp + ser-L <==> 2amsa + (2) h + nadph"	"nadp + ser-L <==> 2amsa + (2) h + nadph"	5.1	5.1	5.1	-3.9	14.1	5.8	3.1	5.8	-3.3	14.8	"reversible"	"reversible"
1564	"LYSabcpp"	"L-lysine transport via ABC system (periplasm)"	"atp[c] + h2o[c] + lys-L[p] --> adp[c] + h[c] + lys-L[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b2310  and  b2307  and  b2306  and  b2308 )"	"atp + h2o + lys-L[p] --> adp + h + lys-L + pi"	"atp + h2o + lys-L[p] --> adp + h + lys-L + pi"	-6.7	-6.7	-14.3	-27	-3.5	-6.6	2.2	-14.2	-26.9	-3.4	"forward only"	"forward only"
1565	"LYSDC"	"lysine decarboxylase"	"[c] : h + lys-L --> 15dap + co2"	"TRUE"	"forward only"	"Threonine and Lysine Metabolism"	"4.1.1.18"	"( b0186  or  b4131 )"	"h + lys-L --> 15dap + co2"	"h + lys-L --> 15dap + co2"	-3.1	-3.1	-7.2	-25.3	-2.5	-3.3	1.6	-7.4	-25.6	-2.7	"forward only"	"forward only"
1566	"LYSt2pp"	"L-lysine transport in via proton symport (periplasm)"	"h[p] + lys-L[p] --> h[c] + lys-L[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b2156"	"h[p] + lys-L[p] --> h + lys-L"	"h[p] + lys-L[p] --> h + lys-L"	0	0	-6.6	-12.1	-2.1	0	1.5	-6.6	-12.1	-2.1	"forward only"	"forward only"
1567	"LYSt3pp"	"L-lysine transport out via proton antiport (cytoplasm to periplasm)"	"h[p] + lys-L[c] --> h[c] + lys-L[p]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b2923"	"h[p] + lys-L --> h + lys-L[p]"	"h[p] + lys-L --> h + lys-L[p]"	0	0	0.3	-4.2	5.8	0	1.5	0.3	-4.2	5.8	"reversible"	"reversible"
1568	"LYStex"	"L-lysine transport via diffusion (extracellular to periplasm)"	"lys-L[e] <==> lys-L[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"lys-L[e] <==> lys-L[p]"	"lys-L[e] <==> lys-L[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1569	"LYSTRS"	"Lysyl-tRNA synthetase"	"[c] : atp + lys-L + trnalys --> amp + lystrna + ppi"	"TRUE"	"forward only"	"tRNA Charging"	"6.1.1.6"	"( b2890  or  b4129 )"	"atp + h + lys-L + trnalys --> amp + lystrna + ppi"	"atp + h + lys-L + trnalys --> amp + lystrna + ppi"	-5.9	-5.9	-5.9	-19.4	7.7	-6	2.1	-6	-19.5	7.5	"reversible"	"reversible"
1570	"LYXI"	"Lyxose isomerase"	"[c] : lyx-L --> xylu-L"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b3903"	"lyx-L --> xylu-L"	"lyx-L --> xylu-L"	-0.8	-0.8	-0.8	-5.3	3.7	-0.8	1.7	-0.8	-5.3	3.7	"reversible"	"reversible"
1571	"LYXt2pp"	"L-Lyxose transport via proton symport (periplasm)"	"h[p] + lyx-L[p] --> h[c] + lyx-L[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b3907"	"h[p] + lyx-L[p] --> h + lyx-L"	"h[p] + lyx-L[p] --> h + lyx-L"	0	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"
1572	"LYXtex"	"L-Lyxose transport via diffusion (extracellular to periplasm)"	"lyx-L[e] <==> lyx-L[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"lyx-L[e] <==> lyx-L[p]"	"lyx-L[e] <==> lyx-L[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1573	"M1PD"	"mannitol-1-phosphate 5-dehydrogenase"	"[c] : mnl1p + nad <==> f6p + h + nadh"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"1.1.1.17"	"b3600"	"mnl1p + nad <==> f6p + h + nadh"	"mnl1p + nad <==> f6p + h + nadh"	1.9	1.9	1.9	-7.1	10.9	2.2	4.8	2.2	-6.8	11.2	"reversible"	"reversible"
1574	"MACPD"	"Malonyl-ACP decarboxylase"	"[c] : h + malACP --> acACP + co2"	"TRUE"	"forward only"	"Membrane Lipid Metabolism"		"b2323"	"h + malACP --> acACP + co2"	"h + malACP --> acACP + co2"	-4.8	-4.8	-8.9	-27.1	-4.2	-5.1	1.6	-9.2	-27.4	-4.5	"forward only"	"forward only"
1575	"MALDDH"	"malate decarboxylating oxidoreductase (decarboxylating)"	"[c] : mal-D + nad --> co2 + nadh + pyr"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"	"1.1.1.83"	"b1800"	"mal-D + nad --> co2 + nadh + pyr"	"mal-D + nad --> co2 + nadh + pyr"	1.3	1.3	-2.8	-25.5	6.4	1.3	3.5	-2.8	-25.5	6.4	"reversible"	"reversible"
1576	"MALDt2_2pp"	"D-Malate transport via proton symport (2 H) (periplasm)"	"(2) h[p] + mal-D[p] --> (2) h[c] + mal-D[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b3528"	"(2) h[p] + mal-D[p] --> (2) h + mal-D"	"(2) h[p] + mal-D[p] --> (2) h + mal-D"	0	0	0.6	-4.9	5.1	0	1.5	0.6	-4.9	5.1	"reversible"	"reversible"
1577	"MALDtex"	"D-Malate transport via diffusion (extracellular to periplasm)"	"mal-D[e] <==> mal-D[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b1377  or  b0929  or  b2215  or  b0241 )"	"mal-D[e] <==> mal-D[p]"	"mal-D[e] <==> mal-D[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1578	"MALS"	"malate synthase"	"[c] : accoa + glx + h2o --> coa + h + mal-L"	"TRUE"	"forward only"	"Anaplerotic Reactions"	"4.1.3.2"	"( b4014  or  b2976 )"	"accoa + glx + h2o --> coa + h + mal-L"	"accoa + glx + h2o --> coa + h + mal-L"	-9	-9	-9	-18	0	-8.7	3.5	-8.7	-17.8	0.3	"reversible"	"reversible"
1579	"MALt2_2pp"	"Malate transport via proton symport (2 H) (periplasm)"	"(2) h[p] + mal-L[p] --> (2) h[c] + mal-L[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b3528"	"(2) h[p] + mal-L[p] --> (2) h + mal-L"	"(2) h[p] + mal-L[p] --> (2) h + mal-L"	0	0	0.6	-4.9	5.1	0	1.5	0.6	-4.9	5.1	"reversible"	"reversible"
1580	"MALt2_3pp"	"Malate transport via proton symport (3 H) (periplasm)"	"(3) h[p] + mal-L[p] --> (3) h[c] + mal-L[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b4138  or  b4123 )"	"(3) h[p] + mal-L[p] --> (3) h + mal-L"	"(3) h[p] + mal-L[p] --> (3) h + mal-L"	0	0	-2.6	-8	1.9	0	1.5	-2.6	-8	1.9	"reversible"	"reversible"
1581	"MALTabcpp"	"maltose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + malt[p] --> adp[c] + h[c] + malt[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b4034  and  b4033  and  b4032  and  b4035 )"	"atp + h2o + malt[p] --> adp + h + malt + pi"	"atp + h2o + malt[p] --> adp + h + malt + pi"	-6.7	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"
1582	"MALTATr"	"maltose O-acetyltransferase"	"[c] : accoa + malt <==> acmalt + coa"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"2.3.1.79"	"b0459"	"accoa + malt <==> acmalt + coa"	"accoa + malt <==> acmalt + coa"	-3.7	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"
1583	"MALtex"	"Malate transport via diffusion (extracellular to periplasm)"	"mal-L[e] <==> mal-L[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"mal-L[e] <==> mal-L[p]"	"mal-L[e] <==> mal-L[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1584	"MALTHXabcpp"	"maltohexaose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + malthx[p] --> adp[c] + h[c] + malthx[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b4034  and  b4033  and  b4032  and  b4035 )"	"atp + h2o + malthx[p] --> adp + h + malthx + pi"	"atp + h2o + malthx[p] --> adp + h + malthx + pi"	-6.7	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"
1585	"MALTHXtexi"	"maltohexaose transport via diffusion (extracellular to periplasm) irreversible"	"malthx[e] --> malthx[p]"	"FALSE"	"forward only"	"Transport, Outer Membrane"		"b4036"	"malthx[e] --> malthx[p]"	"malthx[e] --> malthx[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1586	"MALTPTabcpp"	"maltopentaose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + maltpt[p] --> adp[c] + h[c] + maltpt[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b4034  and  b4033  and  b4032  and  b4035 )"	"atp + h2o + maltpt[p] --> adp + h + maltpt + pi"	"atp + h2o + maltpt[p] --> adp + h + maltpt + pi"	-6.7	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"
1587	"MALTptspp"	"maltose transport via PEP:Pyr PTS (periplasm)"	"malt[p] + pep[c] --> malt6p[c] + pyr[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b2417  and  b1621  and  b2415  and  b2416 )"	"malt[p] + pep --> malt6p + pyr"	"malt[p] + pep --> malt6p + pyr"	-9.1	-9.1	-9.1	-19.1	-0.1	-9.1	1.8	-9.1	-19.1	-0.1	"forward only"	"reversible"
1588	"MALTPTtexi"	"maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible"	"maltpt[e] --> maltpt[p]"	"FALSE"	"forward only"	"Transport, Outer Membrane"		"b4036"	"maltpt[e] --> maltpt[p]"	"maltpt[e] --> maltpt[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1589	"MALTtexi"	"maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible"	"malt[e] --> malt[p]"	"FALSE"	"forward only"	"Transport, Outer Membrane"		"b4036"	"malt[e] --> malt[p]"	"malt[e] --> malt[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1590	"MALTTRabcpp"	"Maltotriose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + malttr[p] --> adp[c] + h[c] + malttr[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b4034  and  b4033  and  b4032  and  b4035 )"	"atp + h2o + malttr[p] --> adp + h + malttr + pi"	"atp + h2o + malttr[p] --> adp + h + malttr + pi"	-6.7	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"
1591	"MALTTRtexi"	"Maltotriose transport via diffusion (extracellular to periplasm) irreversible"	"malttr[e] --> malttr[p]"	"FALSE"	"forward only"	"Transport, Outer Membrane"		"b4036"	"malttr[e] --> malttr[p]"	"malttr[e] --> malttr[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1592	"MALTTTRabcpp"	"maltotetraose transport via ABC system (periplasm)"	"atp[c] + h2o[c] + maltttr[p] --> adp[c] + h[c] + maltttr[c] + pi[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b4034  and  b4033  and  b4032  and  b4035 )"	"atp + h2o + maltttr[p] --> adp + h + maltttr + pi"	"atp + h2o + maltttr[p] --> adp + h + maltttr + pi"	-6.7	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"
1593	"MALTTTRtexi"	"maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible"	"maltttr[e] --> maltttr[p]"	"FALSE"	"forward only"	"Transport, Outer Membrane"		"b4036"	"maltttr[e] --> maltttr[p]"	"maltttr[e] --> maltttr[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1594	"MAN1PT2"	"mannose-1-phosphate guanylyltransferase (GDP)"	"[c] : gdp + h + man1p --> gdpmann + pi"	"TRUE"	"forward only"	"Cell Envelope Biosynthesis"	"2.7.7.22"	"b2049"	"gdp + man1p --> gdpmann + h + pi"	"gdp + man1p --> gdpmann + h + pi"	1.7	1.7	1.7	-7.3	10.8	1.9	2.1	1.9	-7.1	10.9	"reversible"	"reversible"
1595	"MAN6PI"	"mannose-6-phosphate isomerase"	"[c] : man6p <==> f6p"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"5.3.1.8"	"b1613"	"man6p <==> f6p"	"man6p <==> f6p"	-0.8	-0.8	-0.8	-5.3	3.7	-0.8	1.7	-0.8	-5.3	3.7	"reversible"	"reversible"
1596	"MAN6Pt6_2pp"	"Mannose-6-phosphate transport via phosphate antiport (periplasm)"	"man6p[p] + (2) pi[c] --> man6p[c] + (2) pi[p]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"b3666"	"man6p[p] --> man6p"	"man6p[p] --> man6p"	0	0	3.5	-2	8	0	1.5	3.5	-2	8	"reversible"	"reversible"
1597	"MAN6Ptex"	"Mannose 6-phosphate transport via diffusion (extracellular to periplasm)"	"man6p[e] <==> man6p[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"man6p[e] <==> man6p[p]"	"man6p[e] <==> man6p[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1598	"MANAO"	"Mannonate oxidoreductase"	"[c] : mana + nad <==> fruur + h + nadh"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"1.1.1.57"	"b4323"	"mana + nad <==> fruur + h + nadh"	"mana + nad <==> fruur + h + nadh"	1.9	1.9	1.9	-7.1	10.9	2.2	4.8	2.2	-6.8	11.2	"reversible"	"reversible"
1599	"MANGLYCptspp"	"2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)"	"manglyc[p] + pep[c] --> man6pglyc[c] + pyr[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b0731  and  b2415  and  b2416 )"	"manglyc[p] + pep --> man6pglyc + pyr"	"manglyc[p] + pep --> man6pglyc + pyr"	-9.1	-9.1	-9.1	-19.1	-0.1	-9.1	1.8	-9.1	-19.1	-0.1	"forward only"	"reversible"
1600	"MANGLYCtex"	"2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)"	"manglyc[e] <==> manglyc[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"manglyc[e] <==> manglyc[p]"	"manglyc[e] <==> manglyc[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1601	"MANPGH"	"2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase"	"[c] : h2o + man6pglyc --> glyc-R + man6p"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"		"b0732"	"h2o + man6pglyc --> glyc-R + man6p"	"h2o + man6pglyc --> glyc-R + man6p"	-3.3	-3.3	-7.4	-14.6	-1.1	-3.3	2	-7.4	-14.6	-1.1	"forward only"	"reversible"
1602	"MANptspp"	"D-mannose transport via PEP:Pyr PTS (periplasm)"	"man[p] + pep[c] --> man6p[c] + pyr[c]"	"FALSE"	"forward only"	"Transport, Inner Membrane"		"( b1817  and  b1818  and  b1819  and  b2415  and  b2416 )"	"man[p] + pep --> man6p + pyr"	"man[p] + pep --> man6p + pyr"	-9.1	-9.1	-9.1	-19.1	-0.1	-9.1	1.8	-9.1	-19.1	-0.1	"forward only"	"reversible"
1603	"MANtex"	"D-mannose transport via diffusion (extracellular to periplasm)"	"man[e] <==> man[p]"	"FALSE"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"man[e] <==> man[p]"	"man[e] <==> man[p]"	0	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"
1604	"MCITD"	"2-methylcitrate dehydratase"	"[c] : 2mcit --> 2mcacn + h2o"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"	"4.2.1.79"	"b0334"	"2mcit --> 2mcacn + h2o"	"2mcit --> 2mcacn + h2o"	1.1	1.1	1.1	-3.4	5.6	1.1	3.2	1.1	-3.4	5.6	"reversible"	"reversible"
1605	"MCITL2"	"methylisocitrate lyase"	"[c] : micit <==> pyr + succ"	"TRUE"	"reversible"	"Alternate Carbon Metabolism"	"4.1.3.30"	"b0331"	"micit <==> pyr + succ"	"micit <==> pyr + succ"	4.8	4.8	0.7	-6.5	7	4.8	1.3	0.7	-6.5	7	"reversible"	"reversible"
1606	"MCITS"	"2-methylcitrate synthase"	"[c] : h2o + oaa + ppcoa --> 2mcit + coa + h"	"TRUE"	"forward only"	"Alternate Carbon Metabolism"	"4.1.3.31"	"b0333"	"h2o + oaa + ppcoa --> 2mcit + coa + h"	"h2o + oaa + ppcoa --> 2mcit + coa + h"	-10.7	-10.7	-10.7	-19.7	-1.6	-10.4	3.7	-10.4	-19.4	-1.4	"forward only"	"reversible"
1607	"MCOATA"	"Malonyl-CoA-ACP transacylase"	"[c] : ACP + malcoa <==> coa + malACP"	"TRUE"	"reversible"	"Membrane Lipid Metabolism"	"2.3.1.39"	"( b1094  and  b1092 )"	"ACP + malcoa <==> coa + malACP"	"ACP + malcoa <==> coa + malACP"	0	0	0	-9	9	0	1.5	0	-9	9	"reversible"	"reversible"
1608	"MCPST"	"3-mercaptopyruvate sulfurtransferase"	"[c] : cyan + mercppyr --> h + pyr + tcynt"	"TRUE"	"forward only"	"Cysteine Metabolism"	"2.8.1.2"	"b2521"	"cyan + mercppyr --> h + pyr + tcynt"	"cyan + mercppyr --> h + pyr + tcynt"	-20.6	-20.6	-20.6	-29.6	-11.6	-20.3	18.1	-20.3	-29.3	-11.3	"forward only"	"reversible"
1609	"MCTP1App"	"murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)"	"[p] : murein5p5p --> ala-D + murein5px4p"	"TRUE"	"forward only"	"Murein Biosynthesis"		"( b0084  or  b0635  or  b0149  or  b3396 )"	"[p] : murein5p5p[p] --> ala-D[p] + murein5px4p[p]"	"[p] : murein5p5p[p] --> ala-D[p] + murein5px4p[p]"	0	0	-4.1	-12.3	4.1	0	1.5	-4.1	-12.3	4.1	"reversible"	"reversible"
1610	"MCTP1Bpp"	"murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)"	"[p] : murein5p5p --> alaala + murein5px3p"	"TRUE"	"forward only"	"Murein Biosynthesis"		"( b0149  or  b3396 )"	"[p] : murein5p5p[p] --> alaala[p] + murein5px3p[p]"	"[p] : murein5p5p[p] --> alaala[p] + murein5px3p[p]"	0	0	-4.1	-12.3	4.1	0	1.5	-4.1	-12.3	4.1	"reversible"	"reversible"
1611	"MCTP2App"	"murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)"	"[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p"	"TRUE"	"forward only"	"Murein Biosynthesis"		"( b0084  or  b0635  or  b3396  or  b0149 )"	"[p] : murein5p5p5p[p] --> (2) ala-D[p] + murein5px4px4p[p]"	"[p] : murein5p5p5p[p] --> (2) ala-D[p] + murein5px4px4p[p]"	0	0	-8.2	-19.1	2.7	0	1.5	-8.2	-19.1	2.7	"reversible"	"reversible"
1612	"MDDCP1pp"	"murein D,D-carboxypeptidase (murein5px4p) (periplasm)"	"[p] : h2o + murein5px4p --> ala-D + murein4px4p"	"TRUE"	"forward only"	"Murein Biosynthesis"	"3.4.16.4"	"( b0632  or  b3182  or  b0839  or  b2010 )"	"[p] : h2o[p] + murein5px4p[p] --> ala-D[p] + murein4px4p[p]"	"[p] : h2o[p] + murein5px4p[p] --> ala-D[p] + murein4px4p[p]"	-0.3	-0.3	-4.4	-12.6	3.8	-0.3	2.5	-4.4	-12.6	3.8	"reversible"	"reversible"
1613	"MDDCP2pp"	"murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)"	"[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p"	"TRUE"	"forward only"	"Murein Biosynthesis"	"3.4.16.4"	"( b0632  or  b3182  or  b0839  or  b2010 )"	"[p] : h2o[p] + murein5px4px4p[p] --> ala-D[p] + murein4px4px4p[p]"	"[p] : h2o[p] + murein5px4px4p[p] --> ala-D[p] + murein4px4px4p[p]"	-0.3	-0.3	-4.4	-12.6	3.8	-0.3	2.5	-4.4	-12.6	3.8	"reversible"	"reversible"
1614	"MDDCP3pp"	"murein D,D-carboxypeptidase (murein5p5p) (periplasm)"	"[p] : h2o + murein5p5p --> ala-D + murein5p4p"	"TRUE"	"forward only"	"Murein Biosynthesis"	"3.4.16.4"	"( b0632  or  b3182  or  b0839  or  b2010 )"	"[p] : h2o[p] + murein5p5p[p] --> ala-D[p] + murein5p4p[p]"	"[p] : h2o[p] + murein5p5p[p] --> ala-D[p] + murein5p4p[p]"	-0.3	-0.3	-4.4	-12.6	3.8	-0.3	2.5	-4.4	-12.6	3.8	"reversible"	"reversible"
