"Abbreviation"	"OfficialName"	"Equation"	"subSystem"	"GeneAssociation"	"ValidTarget"	"ValidTarget-test"
"ME1m"	"malic enzyme (NAD), mitochondrial"	"[m] : mal-L + nad --> co2 + nadh + pyr"	"Anaplerotic reactions"	"YKL029C"	"TRUE"	"FALSE"
"ME2m"	"malic enzyme (NADP), mitochondrial"	"[m] : mal-L + nadp --> co2 + nadph + pyr"	"Anaplerotic reactions"	"YKL029C"	"TRUE"	"FALSE"
"MELIBt2"	"melibiose transport in via symport"	"h[e] + melib[e] --> h[c] + melib[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"MELTGH"	"Melibiitol galactohydrolase"	"[c] : h2o + melt <==> gal + sbt-D"	"Galactose metabolism"	"YBR184W"	"TRUE"	"FALSE"
"METAT"	"methionine adenosyltransferase"	"[c] : atp + h2o + met-L --> amet + pi + ppi"	"Methionine Metabolism"	"YDR502C, YLR180W"	"TRUE"	"FALSE"
"METB1"	"metb1"	"[c] : achms + cys-L --> ac + cyst-L + h"	"Methionine Metabolism"	"YJR130C"	"TRUE"	"FALSE"
"METS"	"methionine synthase"	"[c] : 5mthf + hcys-L --> h + met-L + thf"	"Methionine Metabolism"	"YER091C"	"TRUE"	"FALSE"
"METt2m"	"methionine mitochondrial transport via proton symport"	"h[m] + met-L[m] <==> h[c] + met-L[c]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"METt2r"	"L-methionine reversible transport via proton symport"	"h[e] + met-L[e] <==> h[c] + met-L[c]"	"Transport, Extracellular"	"YGR055W, YHL036W, YCL025C, YDR508C, YKR039W, YBR068C, YDR046C"	"TRUE"	"FALSE"
"METTRS"	"Methionyl-tRNA synthetase"	"[c] : atp + met-L + trnamet --> amp + mettrna + ppi"	"tRNA charging"	"YGR264C"	"TRUE"	"FALSE"
"METTRSm"	"methionyl-tRNA synthetase, mitochondrial"	"[m] : atp + met-L + trnamet --> amp + mettrna + ppi"	"tRNA charging"	"YGR171C"	"TRUE"	"FALSE"
"MEVK1"	"mevalonate kinase (atp)"	"[c] : atp + mev-R --> 5pmev + adp + h"	"Sterol Metabolism"	"YMR208W"	"TRUE"	"FALSE"
"MEVK2"	"mevalonate kinase (ctp)"	"[c] : ctp + mev-R --> 5pmev + cdp + h"	"Sterol Metabolism"	"YMR208W"	"TRUE"	"FALSE"
"MEVK3"	"mevalonate kinase (gtp)"	"[c] : gtp + mev-R --> 5pmev + gdp + h"	"Sterol Metabolism"	"YMR208W"	"TRUE"	"FALSE"
"MEVK4"	"mevalonate kinase (utp)"	"[c] : mev-R + utp --> 5pmev + h + udp"	"Sterol Metabolism"	"YMR208W"	"TRUE"	"FALSE"
"MFAPS_SC"	"methylene-fatty-acyl-phospholipid synthase, yeast-specific"	"[c] : amet + (0.01) ptdmeeta-SC --> ahcys + h + (0.01) ptd2meeta-SC"	"Phospholipid Biosynthesis"	"YJR073C"	"TRUE"	"FALSE"
"MGSA"	"methylglyoxal synthase"	"[c] : dhap --> mthgxl + pi"	"Alternate Carbon Metabolism"		"TRUE"	"FALSE"
"MHPGLUT"	"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase"	"[c] : hcys-L + mhpglu --> hpglu + met-L"	"Methionine Metabolism"	"YER091C"	"TRUE"	"FALSE"
"MI13456PKn"	"inositol-1,3,4,5,6-pentakisphosphate 2-kinase, nuclear"	"[n] : atp + mi13456p --> adp + h + minohp"	"Phospholipid Biosynthesis"	"YDR315C"	"TRUE"	"FALSE"
"MI1345PKn"	"inositol-1,3,4,5-triphosphate 6-kinase, nucleus"	"[n] : atp + mi1345p --> adp + h + mi13456p"	"Phospholipid Biosynthesis"	"YDR173C"	"TRUE"	"FALSE"
"MI1456PKn"	"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus"	"[n] : atp + mi1456p --> adp + h + mi13456p"	"Phospholipid Biosynthesis"	"YDR173C"	"TRUE"	"FALSE"
"MI145P6Kn"	"inositol-1,4,5-triphosphate 6-kinase, nucleus"	"[n] : atp + mi145p --> adp + h + mi1456p"	"Phospholipid Biosynthesis"	"YDR173C"	"TRUE"	"FALSE"
"MI145PKn"	"inositol-1,4,5-trisphosphate 3-kinase, nucleus"	"[n] : atp + mi145p --> adp + h + mi1345p"	"Phospholipid Biosynthesis"	"YDR173C"	"TRUE"	"FALSE"
"MI145Ptn"	"1D-myo-Inositol 1,4,5-trisphosphate nuclear transport via diffusion"	"mi145p[c] <==> mi145p[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"MI1PP"	"myo-inositol 1-phosphatase"	"[c] : h2o + mi1p-D --> inost + pi"	"Phospholipid Biosynthesis"	"YHR046C"	"TRUE"	"FALSE"
"MI1PS"	"myo-Inositol-1-phosphate synthase"	"[c] : g6p --> mi1p-D"	"Phospholipid Biosynthesis"	"YJL153C"	"TRUE"	"FALSE"
"MINOHPtn"	"inositol hexakisphosphate nuclear transport (diffusion)"	"minohp[c] <==> minohp[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"MIP2C124PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-1 (24C) phospholipase C"	"[c] : h2o + (0.01) mip2c124-SC --> cer1_24 + h + man2mi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIP2C126PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-1 (26C) phospholipase C"	"[c] : h2o + (0.01) mip2c126-SC --> cer1_26 + h + man2mi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIP2C224PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-2 (24C) phospholipase C"	"[c] : h2o + (0.01) mip2c224-SC --> cer2_24 + h + man2mi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIP2C226PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-2 (26C) phospholipase C"	"[c] : h2o + (0.01) mip2c226-SC --> cer2_26 + h + man2mi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIP2C324PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-3 (24C) phospholipase C"	"[c] : h2o + (0.01) mip2c324-SC --> cer3_24 + h + man2mi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIP2C326PLC_SC"	"Mannose-(inositol-P)2-ceramide, ceramide-3 (26C) phospholipase C"	"[c] : h2o + (0.01) mip2c326-SC --> cer3_26 + h + man2mi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIP2CS124_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-1, 24C), yeast-specific"	"[c] : (0.01) mipc124-SC + (0.01) ptd1ino-SC --> (0.01) 12dgr-SC + (0.01) mip2c124-SC"	"Sphingolipid Metabolism"	"YDR072C"	"TRUE"	"FALSE"
"MIP2CS126_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-1, 26C), yeast-specific"	"[c] : (0.01) mipc126-SC + (0.01) ptd1ino-SC --> (0.01) 12dgr-SC + (0.01) mip2c126-SC"	"Sphingolipid Metabolism"	"YDR072C"	"TRUE"	"FALSE"
"MIP2CS224_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-2, 26C), yeast specific"	"[c] : (0.01) mipc224-SC + (0.01) ptd1ino-SC --> (0.01) 12dgr-SC + (0.01) mip2c224-SC"	"Sphingolipid Metabolism"	"YDR072C"	"TRUE"	"FALSE"
"MIP2CS226_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-2, 24C), yeast-specific"	"[c] : (0.01) mipc226-SC + (0.01) ptd1ino-SC --> (0.01) 12dgr-SC + (0.01) mip2c226-SC"	"Sphingolipid Metabolism"	"YDR072C"	"TRUE"	"FALSE"
"MIP2CS324_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-3, 24C), yeast specific"	"[c] : (0.01) mipc324-SC + (0.01) ptd1ino-SC --> (0.01) 12dgr-SC + (0.01) mip2c324-SC"	"Sphingolipid Metabolism"	"YDR072C"	"TRUE"	"FALSE"
"MIP2CS326_SC"	"mannose-(inositol-P)2-ceramide synthase (ceramide-3, 26C), yeast-specific"	"[c] : (0.01) mipc326-SC + (0.01) ptd1ino-SC --> (0.01) 12dgr-SC + (0.01) mip2c326-SC"	"Sphingolipid Metabolism"	"YDR072C"	"TRUE"	"FALSE"
"MIPC124PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-1 (24C) phospholipase C"	"[c] : h2o + (0.01) mipc124-SC --> cer1_24 + h + manmi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIPC126PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-1 (26C) phospholipase C"	"[c] : h2o + (0.01) mipc126-SC --> cer1_26 + h + manmi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIPC224PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-2 (24C) phospholipase C"	"[c] : h2o + (0.01) mipc224-SC --> cer2_24 + h + manmi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIPC226PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-2 (26C) phospholipase C"	"[c] : h2o + (0.01) mipc226-SC --> cer2_26 + h + manmi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIPC324PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-3 (24C) phospholipase C"	"[c] : h2o + (0.01) mipc324-SC --> cer3_24 + h + manmi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIPC326PLC_SC"	"Mannose-inositol phosphorylceramide, ceramide-3 (26C) phospholipase C"	"[c] : h2o + (0.01) mipc326-SC --> cer3_26 + h + manmi1p-D"	"Sphingolipid Metabolism"	"YER019W"	"TRUE"	"FALSE"
"MIPCS124_SC"	"mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific"	"[c] : gdpmann + (0.01) ipc124-SC --> gdp + h + (0.01) mipc124-SC"	"Sphingolipid Metabolism"	"YBR036C+YBR161W, YPL057C+YBR036C"	"TRUE"	"FALSE"
"MIPCS126_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific"	"[c] : gdpmann + (0.01) ipc126-SC --> gdp + h + (0.01) mipc126-SC"	"Sphingolipid Metabolism"	"YBR036C+YBR161W, YPL057C+YBR036C"	"TRUE"	"FALSE"
"MIPCS224_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific"	"[c] : gdpmann + (0.01) ipc224-SC --> gdp + h + (0.01) mipc224-SC"	"Sphingolipid Metabolism"	"YBR036C+YBR161W, YPL057C+YBR036C"	"TRUE"	"FALSE"
"MIPCS226_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific"	"[c] : gdpmann + (0.01) ipc226-SC --> gdp + h + (0.01) mipc226-SC"	"Sphingolipid Metabolism"	"YBR036C+YBR161W, YPL057C+YBR036C"	"TRUE"	"FALSE"
"MIPCS324_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific"	"[c] : gdpmann + (0.01) ipc324-SC --> gdp + h + (0.01) mipc324-SC"	"Sphingolipid Metabolism"	"YBR036C+YBR161W, YPL057C+YBR036C"	"TRUE"	"FALSE"
"MIPCS326_SC"	"mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific"	"[c] : gdpmann + (0.01) ipc326-SC --> gdp + h + (0.01) mipc326-SC"	"Sphingolipid Metabolism"	"YBR036C+YBR161W, YPL057C+YBR036C"	"TRUE"	"FALSE"
"MMETt2"	"S-methylmethionine permease"	"h[e] + mmet[e] --> h[c] + mmet[c]"	"Transport, Extracellular"	"YLL061W"	"TRUE"	"FALSE"
"MOHMT"	"3-methyl-2-oxobutanoate hydroxymethyltransferase"	"[c] : 3mob + h2o + mlthf --> 2dhp + thf"	"Pantothenate and CoA Biosynthesis"	"YBR176W"	"TRUE"	"FALSE"
"MTAP"	"5'-methylthioadenosine phosphorylase"	"[c] : 5mta + pi --> 5mdr1p + ade"	"Methionine Metabolism"	"YLR017W"	"TRUE"	"FALSE"
"MTHFC"	"methenyltetrahydrofolate cyclohydrolase"	"[c] : h2o + methf <==> 10fthf + h"	"Folate Metabolism"	"YGR204W"	"TRUE"	"FALSE"
"MTHFCm"	"methenyltetrahydrifikate cyclohydrolase, mitochondrial"	"[m] : h2o + methf <==> 10fthf + h"	"Folate Metabolism"	"YBR084W"	"TRUE"	"FALSE"
"MTHFD"	"methylenetetrahydrofolate dehydrogenase (NADP)"	"[c] : mlthf + nadp <==> methf + nadph"	"Folate Metabolism"	"YGR204W"	"TRUE"	"FALSE"
"MTHFD2i"	"methylenetetrahydrofolate dehydrogenase (NAD)"	"[c] : mlthf + nad --> methf + nadh"	"Folate Metabolism"	"YKR080W"	"TRUE"	"FALSE"
"MTHFDm"	"methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial"	"[m] : mlthf + nadp <==> methf + nadph"	"Folate Metabolism"	"YBR084W"	"TRUE"	"FALSE"
"MTHFR3"	"5,10-methylenetetrahydrofolatereductase (NADPH)"	"[c] : (2) h + mlthf + nadph --> 5mthf + nadp"	"Folate Metabolism"	"YGL125W, YPL023C"	"TRUE"	"FALSE"
"MTRI"	"5-methylthioribose-1-phosphate isomerase"	"[c] : 5mdr1p <==> 5mdru1p"	"Methionine Metabolism"		"TRUE"	"FALSE"
"NABTNO"	"N4-Acetylaminobutanal:NAD+ oxidoreductase"	"[c] : h2o + n4abutn + nad --> 4aabutn + (2) h + nadh"	"Other Amino Acid Metabolism"		"TRUE"	"FALSE"
"NACt"	"Nicotinic acid transport"	"nac[e] <==> nac[c]"	"Transport, Extracellular"	"YGR260W"	"TRUE"	"FALSE"
"NADDPp"	"NAD diphosphatase, peroxisomal"	"[x] : h2o + nad --> amp + (2) h + nmn"	"NAD Biosynthesis"	"YGL067W"	"TRUE"	"FALSE"
"NADH2_u6cm"	"NADH dehydrogenase, cytosolic/mitochondrial"	"h[c] + nadh[c] + q6[m] --> nad[c] + q6h2[m]"	"Oxidative Phosphorylation"	"YDL085W, YMR145C"	"TRUE"	"FALSE"
"NADH2_u6m"	"NADH dehydrogenase, mitochondrial"	"[m] : h + nadh + q6 --> nad + q6h2"	"Oxidative Phosphorylation"	"YML120C, YKL192C"	"TRUE"	"FALSE"
"NADK"	"NAD kinase"	"[c] : atp + nad --> adp + h + nadp"	"NAD Biosynthesis"	"YEL041W, YPL188W, YJR049C"	"TRUE"	"FALSE"
"NADKm"	"NAD kinase, mitochondrial"	"[m] : atp + nad --> adp + h + nadp"	"NAD Biosynthesis"	"YPL188W, YJR049C, YEL041W"	"TRUE"	"FALSE"
"NADN"	"NAD nucleosidase"	"[c] : h2o + nad --> adprib + h + ncam"	"NAD Biosynthesis"		"TRUE"	"FALSE"
"NADNm"	"NAD nucleosidase, mitochondrial"	"[m] : h2o + nad --> adprib + h + ncam"	"NAD Biosynthesis"		"TRUE"	"FALSE"
"NADPPPS"	"NADP phosphatase"	"[c] : h2o + nadp --> nad + pi"	"NAD Biosynthesis"		"TRUE"	"FALSE"
"NADPPPSm"	"NADP phosphatase"	"[m] : h2o + nadp --> nad + pi"	"NAD Biosynthesis"		"TRUE"	"FALSE"
"NADPt"	"NADP transporter"	"nadp[c] <==> nadp[e]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"NADS1"	"NAD synthase (nh3)"	"[c] : atp + dnad + nh4 --> amp + h + nad + ppi"	"NAD Biosynthesis"	"YHR074W"	"TRUE"	"FALSE"
"NADS1n"	"NAD synthase (nh3), nuclear"	"[n] : atp + dnad + nh4 --> amp + h + nad + ppi"	"NAD Biosynthesis"	"YHR074W"	"TRUE"	"FALSE"
"NADtn"	"NAD transport, nuclear through pores"	"nad[n] <==> nad[c]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"NAPRT"	"NAPRTase"	"[c] : h + nac + prpp --> nicrnt + ppi"	"NAD Biosynthesis"	"YOR209C"	"TRUE"	"FALSE"
"NAPRTm"	"NAPRTase, mitochondrial"	"[m] : h + nac + prpp --> nicrnt + ppi"	"NAD Biosynthesis"	"YOR209C"	"TRUE"	"FALSE"
"NAt3_1"	"sodium proton antiporter (H:NA is 1:1)"	"h[e] + na1[c] <==> h[c] + na1[e]"	"Transport, Extracellular"	"YLR138W"	"TRUE"	"FALSE"
"NDP1"	"nucleoside-diphosphatase (ADP)"	"[c] : adp + h2o --> amp + h + pi"	"Nucleotide Salvage Pathway"	"YER005W"	"TRUE"	"FALSE"
"NDP3"	"nucleoside-diphosphatase (GDP)"	"[c] : gdp + h2o --> gmp + h + pi"	"Nucleotide Salvage Pathway"	"YER005W"	"TRUE"	"FALSE"
"NDP3g"	"nucleoside-diphosphatase (GDP), Golgi"	"[g] : gdp + h2o --> gmp + h + pi"	"Nucleotide Salvage Pathway"	"YEL042W"	"TRUE"	"FALSE"
"NDP4"	"nucleoside-diphosphatase (dGDP)"	"[c] : dgdp + h2o --> dgmp + h + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NDP7"	"nucleoside-diphosphatase (UDP)"	"[c] : h2o + udp --> h + pi + ump"	"Nucleotide Salvage Pathway"	"YER005W"	"TRUE"	"FALSE"
"NDPK1"	"nucleoside-diphosphate kinase (ATP:GDP)"	"[c] : atp + gdp <==> adp + gtp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK2"	"nucleoside-diphosphate kinase (ATP:UDP)"	"[c] : atp + udp <==> adp + utp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK3"	"nucleoside-diphosphate kinase (ATP:CDP)"	"[c] : atp + cdp <==> adp + ctp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK4"	"nucleoside-diphosphate kinase (ATP:dTDP)"	"[c] : atp + dtdp <==> adp + dttp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK5"	"nucleoside-diphosphate kinase (ATP:dGDP)"	"[c] : atp + dgdp <==> adp + dgtp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK6"	"nucleoside-diphosphate kinase (ATP:dUDP)"	"[c] : atp + dudp <==> adp + dutp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK7"	"nucleoside-diphosphate kinase (ATP:dCDP)"	"[c] : atp + dcdp <==> adp + dctp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK8"	"nucleoside-diphosphate kinase (ATP:dADP)"	"[c] : atp + dadp <==> adp + datp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NDPK9"	"nucleoside-diphosphate kinase (ATP:IDP)"	"[c] : atp + idp <==> adp + itp"	"Nucleotide Salvage Pathway"	"YKL067W"	"TRUE"	"FALSE"
"NFORTYRt"	"N,N-bisformyl-dityrosine transport (extracellular)"	"Nbfortyr[c] --> Nbfortyr[e]"	"Transport, Extracellular"	"YBR180W"	"TRUE"	"FALSE"
"NFTYROX"	"N-formyltyrosine oxidase"	"[c] : (2) Nfortyr + h + nadph --> Nbfortyr + nadp"	"Tyrosine, Tryptophan, and Phenylalanine Metabolism"	"YHR042W, YDR402C"	"TRUE"	"FALSE"
"NH4t"	"ammonia reversible transport"	"nh4[e] <==> nh4[c]"	"Transport, Extracellular"	"YNL142W, YPR138C, YGR121C"	"TRUE"	"FALSE"
"NH4ti"	"ammonia transport (efflux, cytosol to extracellular)"	"nh4[c] --> nh4[e]"	"Transport, Extracellular"	"YDR384C"	"TRUE"	"FALSE"
"NH4tm"	"NH3 mitochondrial transport"	"nh4[c] <==> nh4[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"NH4tn"	"ammonia nuclear transport"	"nh4[c] <==> nh4[n]"	"Transport, Nuclear"		"TRUE"	"FALSE"
"NH4tp"	"ammonia peroxisomal transport"	"nh4[c] <==> nh4[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"NMNAT"	"nicotinamide-nucleotide adenylyltransferase"	"[c] : atp + h + nmn --> nad + ppi"	"NAD Biosynthesis"	"YGR010W"	"TRUE"	"FALSE"
"NMNATm"	"nicotinamide-nucleotide adenylyltransferase, mitochondrial"	"[m] : atp + h + nmn --> nad + ppi"	"NAD Biosynthesis"	"YLR328W"	"TRUE"	"FALSE"
"NMNt2m"	"NMN mitochondrial transport via proton symport"	"h[c] + nmn[c] <==> h[m] + nmn[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"NMNt2p"	"NMN peroxisomal transport via proton symport"	"h[c] + nmn[c] <==> h[x] + nmn[x]"	"Transport, Peroxisomal"		"TRUE"	"FALSE"
"NMNTP"	"nmntp"	"h[e] + nmn[e] --> h[c] + nmn[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"NNAMr"	"nicotinamidase, reversible"	"[c] : h2o + ncam <==> nac + nh4"	"NAD Biosynthesis"	"YGL037C"	"TRUE"	"FALSE"
"NNAMrm"	"nicotinamidase, reversible, mitochondrial"	"[m] : h2o + ncam <==> nac + nh4"	"NAD Biosynthesis"	"YGL037C"	"TRUE"	"FALSE"
"NNAT"	"nicotinate-nucleotide adenylyltransferase"	"[c] : atp + h + nicrnt --> dnad + ppi"	"NAD Biosynthesis"	"YLR328W"	"TRUE"	"FALSE"
"NNATm"	"nicotinate-nucleotide adenylyltransferase, mitochondrial"	"[m] : atp + h + nicrnt --> dnad + ppi"	"NAD Biosynthesis"	"YLR328W"	"TRUE"	"FALSE"
"NNDPR"	"nicotinate-nucleotide diphosphorylase (carboxylating)"	"[c] : (2) h + prpp + quln --> co2 + nicrnt + ppi"	"NAD Biosynthesis"	"YFR047C"	"TRUE"	"FALSE"
"NNDPRm"	"nicotinate-nucleotide diphosphorylase (carboxylating), mitochondrial"	"[m] : (2) h + prpp + quln --> co2 + nicrnt + ppi"	"NAD Biosynthesis"	"YFR047C"	"TRUE"	"FALSE"
"NNMT"	"Nicotinamide N-methyltransferase"	"[c] : amet + ncam --> 1mncam + ahcys"	"NAD Biosynthesis"	"YLR285W"	"TRUE"	"FALSE"
"NTD1"	"5'-nucleotidase (dUMP)"	"[c] : dump + h2o --> duri + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD10"	"5'-nucleotidase (XMP)"	"[c] : h2o + xmp --> pi + xtsn"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD11"	"5'-nucleotidase (IMP)"	"[c] : h2o + imp --> ins + pi"	"Nucleotide Salvage Pathway"	"YOR155C"	"TRUE"	"FALSE"
"NTD2"	"5'-nucleotidase (UMP)"	"[c] : h2o + ump --> pi + uri"	"Nucleotide Salvage Pathway"	"YGL224C"	"TRUE"	"FALSE"
"NTD3"	"5'-nucleotidase (dCMP)"	"[c] : dcmp + h2o --> dcyt + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD4"	"5'-nucleotidase (CMP)"	"[c] : cmp + h2o --> cytd + pi"	"Nucleotide Salvage Pathway"	"YGL224C"	"TRUE"	"FALSE"
"NTD5"	"5'-nucleotidase (dTMP)"	"[c] : dtmp + h2o --> pi + thymd"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD6"	"5'-nucleotidase (dAMP)"	"[c] : damp + h2o --> dad-2 + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD7"	"5'-nucleotidase (AMP)"	"[c] : amp + h2o --> adn + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD8"	"5'-nucleotidase (dGMP)"	"[c] : dgmp + h2o --> dgsn + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTD9"	"5'-nucleotidase (GMP)"	"[c] : gmp + h2o --> gsn + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTP3"	"nucleoside-triphosphatase (GTP)"	"[c] : gtp + h2o --> gdp + h + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTP4"	"nucleoside-triphosphatase (dGTP)"	"[c] : dgtp + h2o --> dgdp + h + pi"	"Nucleotide Salvage Pathway"		"TRUE"	"FALSE"
"NTRLASE"	"nitrilase"	"[c] : (2) h2o + ind3acnl --> ind3ac + nh4"	"Nitrogen Metabolism"	"YIL164C, YJL126W, YLR351C"	"TRUE"	"FALSE"
"NTRLASE2"	"nitrilase"	"[c] : aprop + (2) h2o --> ala-L + nh4"	"Other Amino Acid Metabolism"	"YIL164C, YJL126W, YLR351C"	"TRUE"	"FALSE"
"NTRLASE3"	"nitrilase"	"[c] : acybut + (2) h2o --> glu-L + nh4"	"Other Amino Acid Metabolism"	"YIL164C, YJL126W, YLR351C"	"TRUE"	"FALSE"
"O2t"	"o2 transport (diffusion)"	"o2[e] <==> o2[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"O2ter"	"O2  transport, endoplasmic reticulum"	"o2[c] <==> o2[r]"	"Transport, Endoplasmic Reticular"		"TRUE"	"FALSE"
"O2tm"	"O2 transport (diffusion)"	"o2[c] <==> o2[m]"	"Transport, Mitochondrial"		"TRUE"	"FALSE"
"OAAt"	"Oxaloacetate transport"	"oaa[c] <==> oaa[e]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"OAAt2m"	"oxaloacetate transport, mitochondrial"	"h[c] + oaa[c] <==> h[m] + oaa[m]"	"Transport, Mitochondrial"	"YKL120W"	"TRUE"	"FALSE"
"OBDHm"	"2-Oxobutanoate dehydrogenase"	"[m] : 2obut + coa + nad --> co2 + nadh + ppcoa"	"Threonine and Lysine Metabolism"		"TRUE"	"FALSE"
"OCBTi"	"ornithine carbamoyltransferase, irreversible"	"[c] : cbp + orn --> citr-L + h + pi"	"Arginine and Proline Metabolism"	"YJL088W"	"TRUE"	"FALSE"
"OCDCAt"	"Octadecanoate (n-C18:0) transport in via uniport"	"ocdca[e] --> ocdca[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"OCDCEAt"	"Octadecenoate (n-C18:1) transport in via uniport"	"ocdcea[e] --> ocdcea[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"OCDCYAt"	"Octadecynoate (n-C18:2) transport in via uniport"	"ocdcya[e] --> ocdcya[c]"	"Transport, Extracellular"		"TRUE"	"FALSE"
"OHACT1"	"Alcohol Acetyltransferase (ethanol)"	"[c] : accoa + etoh --> aces + coa"	"Complex Alcohol Metabolism"	"YOR377W, YGR177C"	"TRUE"	"FALSE"
"OHACT2"	"Alcohol Acetyltransferase (isoamyl alcohol)"	"[c] : accoa + iamoh --> coa + iamac"	"Complex Alcohol Metabolism"	"YOR377W, YGR177C"	"TRUE"	"FALSE"
"OHACT3"	"Alcohol Acetyltransferase (2-methylbutanol)"	"[c] : 2mbtoh + accoa --> 2mbac + coa"	"Complex Alcohol Metabolism"	"YOR377W, YGR177C"	"TRUE"	"FALSE"
"OHACT4"	"Alcohol Acetyltransferase (isobutyl alcohol)"	"[c] : accoa + ibutoh --> coa + ibutac"	"Complex Alcohol Metabolism"	"YOR377W, YGR177C"	"TRUE"	"FALSE"
"OHACT5"	"Alcohol Acetyltransferase (Phenylethanol alcohol)"	"[c] : 2phetoh + accoa --> coa + pheac"	"Complex Alcohol Metabolism"	"YOR377W, YGR177C"	"TRUE"	"FALSE"
